DBA,BORO,ZIPCODE,Latitude,Longitude,STREET,CUISINE DESCRIPTION
CHARLES PAN-FRIED CHICKEN,Manhattan,10027,40.81240066,-73.95541362,WEST  125 STREET,Chicken
ANDREW'S NYC DINER,Manhattan,10018,40.75174161,-73.99005646,7 AVENUE,American
ALLIANZ CAFETERIA,Manhattan,10019,40.76156716,-73.98396163,BROADWAY,American
SHUN LEE,Manhattan,10023,40.7722739,-73.9803631,WEST   65 STREET,Chinese
THE OTHEROOM,Manhattan,10014,40.73487246,-74.00798529,PERRY STREET,Bottled Beverages
AUX MERVEILLEUX DE FRED,Manhattan,10028,40.78006192,-73.95515732,LEXINGTON AVENUE,Bakery Products/Desserts
IL MULINO PRIME,Manhattan,10013,40.72217264,-74.00392514,WEST BROADWAY,Italian
WENDY'S,Manhattan,10018,40.75579843,-73.99082106,8 AVENUE,American
POSH POP BAKESHOP,Manhattan,10012,40.72927889,-74.00145765,BLEECKER STREET,Bakery Products/Desserts
INDIA AT TIMES SQUARE,Manhattan,10036,40.7589713,-73.98992182,WEST   44 STREET,Indian
LE BARATIN,Manhattan,10011,40.73501821,-74.00016959,GREENWICH AVENUE,French
MISO SUSHI,Manhattan,10003,40.72703577,-73.9877114,EAST    6 STREET,Japanese
DOMINO'S,Manhattan,10031,40.8291544,-73.94844277,BROADWAY,Pizza
BEST WESTERN PLUS SOHO,Manhattan,10013,40.71808848,-74.00133115,WALKER STREET,American
T-SWIRL CREPE,Manhattan,10003,40.72900386,-73.98862026,SAINT MARKS PLACE,Sandwiches
MCDONALD'S,Manhattan,10007,40.71615294,-74.01062721,CHAMBERS STREET,Hamburgers
CAFFE ARONNE,Manhattan,10021,40.76984039,-73.96263746,LEXINGTON AVENUE,Coffee/Tea
A.W.O.L. BAR & GRILL,Manhattan,10010,40.73996291,-73.98230688,3 AVENUE,American
BONDI SUSHI,Manhattan,10007,40.71521417,-74.0112403,GREENWICH STREET,Asian/Asian Fusion
Want Italy Pasta & Go,Manhattan,10007,40.71178312,-74.01208378,GREENWICH STREET,
FUMO RESTAURANT,Manhattan,10031,40.82132454,-73.95047579,AMSTERDAM AVENUE,Italian
LA ISLA CAFE,Manhattan,10002,40.71696467,-73.98334472,DELANCEY STREET,Other
VAN LEEUWEN ICE CREAM,Manhattan,10028,40.77680285,-73.9525346,2 AVENUE,Frozen Desserts
IL PICCOLO BUFALO,Manhattan,10013,40.7186978,-73.99761907,MULBERRY STREET,Italian
MALA KITCHEN,Manhattan,10017,40.75643623,-73.97803964,EAST   47 STREET,Chinese
TEMPLE COURT EVENTS KITCHEN,Manhattan,10038,40.71138557,-74.00666588,BEEKMAN STREET,New American
TU CACHAPA,Manhattan,10033,40.8481674,-73.93777959,BROADWAY,Spanish
SACCO PIZZA,Manhattan,10019,40.76606072,-73.98707963,9 AVENUE,Pizza
SHOO LOONG KAN,Manhattan,10003,40.73487802,-73.99312609,EAST   13 STREET,Chinese
D K,Manhattan,10018,40.75251016,-73.9902332,WEST   36 STREET,American
7B BAR,Manhattan,10009,40.72498456,-73.98128265,AVENUE B,American
NO NAZAR CAFE,Manhattan,10009,40.72819348,-73.98309656,EAST   10 STREET,Coffee/Tea
INDAY,Manhattan,10004,40.70253319,-74.01256178,NEW YORK PLZ,Indian
AMORINO,Manhattan,10036,40.75938011,-73.98823603,8 AVENUE,Frozen Desserts
NAYA,Manhattan,10010,40.73999916,-73.98650732,PARK AVENUE SOUTH,Mediterranean
LOEWS REGENCY BAR AND GRILL / SANT AMBROEUS,Manhattan,10065,40.76429233,-73.96879917,PARK AVENUE,American
MCDONALD'S,Manhattan,10010,40.74196227,-73.99347179,6 AVENUE,Hamburgers
NEW SUPER TASTE,Manhattan,10002,40.7151267,-73.99350329,ELDRIDGE STREET,Chinese
PAPA JOHN'S PIZZA,Manhattan,10029,40.79145878,-73.93872843,1 AVENUE,Pizza
CHARLIE'S PLACE,Manhattan,10035,40.80610288,-73.94038375,MADISON AVENUE,Japanese
CAPO DEL CIBO,Manhattan,10014,40.72730811,-74.0033157,6 AVENUE,American
EL NUEVO TINA RESTAURANT,Manhattan,10027,40.81366915,-73.95650017,WEST  125 STREET,Spanish
TACOMBI,Manhattan,10024,40.7825582,-73.97873874,AMSTERDAM AVENUE,Tex-Mex
ITALIAN NEROLAB FOOD ZONE,Manhattan,10005,40.70661767,-74.00987547,WALL STREET,Italian
Employee Cafeteria (New York Hilton Midtown),Manhattan,10019,40.76221133,-73.97874165,AVENUE OF THE AMERICAS,American
TSUSHIMA,Manhattan,10017,40.75184043,-73.97301344,EAST   44 STREET,Japanese
AFFICIONADO COFFEE ROASTERS,Manhattan,10019,40.76754343,-73.99340429,11 AVENUE,Coffee/Tea
ICCA,Manhattan,10007,40.71401774,-74.00764731,WARREN STREET,Japanese
DR. SMOOD,Manhattan,10013,40.72261186,-74.00151162,BROOME STREET,American
PEPPERCORN STATION,Manhattan,10018,40.75240245,-73.98426342,WEST   39 STREET,Chinese
KENNY BAKERY,Manhattan,10040,40.86230352,-73.92521039,DYCKMAN STREET,Bakery Products/Desserts
MEZZALUNA,Manhattan,10021,40.77128305,-73.95946678,THIRD AVENUE,Italian
TARTINERY,Manhattan,10022,40.75912577,-73.97640718,5TH AVE,French
MAMAN,Manhattan,10013,40.71893369,-74.00652234,WEST BROADWAY,Mediterranean
STAGE DOOR DELI,Manhattan,10007,40.71191509,-74.00974279,VESEY STREET,Sandwiches
WONG SUN HING LUNG,Manhattan,10013,40.71861813,-73.99524896,GRAND STREET,Chinese
YOI RAMEN & TEA,Manhattan,10016,40.74315961,-73.97699387,2 AVENUE,Japanese
DUNKIN,Manhattan,10024,40.79000674,-73.97515028,BROADWAY,Donuts
MISTER PARADISE,Manhattan,10003,40.72665405,-73.98597967,1 AVENUE,American
JOE & THE JUICE,Manhattan,10021,40.77010656,-73.9624207,LEXINGTON AVENUE,Coffee/Tea
Silver Palace,Manhattan,10031,40.82316176,-73.95281936,BROADWAY,Chinese
PIZZA SPOT HELLS KITCHEN,Manhattan,10019,40.76551765,-73.99116267,10 AVENUE,Pizza
CONVENE,Manhattan,10036,40.7577024,-73.98298798,WEST   46 STREET,American
HOLD FAST,Manhattan,10036,40.76050559,-73.98965085,WEST   46 STREET,American
SUSHI COUNTER LIMITED,Manhattan,10014,40.7331928,-74.00558559,CHRISTOPHER STREET,Japanese
TRADEMARK,Manhattan,10018,40.75048677,-73.98547296,WEST   36 STREET,American
MIDNIGHT EXPRESS DINER,Manhattan,10128,40.77961535,-73.95048527,2 AVENUE,American
GRAMERCY TERRACE (GRAMERCY PARK HOTEL),Manhattan,10010,40.73830828,-73.98561636,LEXINGTON AVENUE,American
MAKIMAKI SUSHI,Manhattan,10004,40.70243711,-74.01274209,WATER STREET,Japanese
THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,10032,40.83691743,-73.93908032,AMSTERDAM AVENUE,Hamburgers
INTI N.Y.C.,Manhattan,10019,40.76746631,-73.98974363,10 AVENUE,Peruvian
CAVA,Manhattan,10036,40.75378267,-73.98159937,WEST   42 STREET,Mediterranean
COLETTA,Manhattan,10016,40.74100031,-73.98154878,3 AVENUE,Vegan
JACK DEMSEY'S PUB,Manhattan,10001,40.74838716,-73.98655615,WEST   33 STREET,Irish
DEL FRISCO'S GRILLE,Manhattan,10020,40.75959271,-73.97806747,ROCKEFELLER PLAZA,American
COTTON CLUB,Manhattan,10027,40.81726595,-73.95974575,WEST  125 STREET,American
MAGNOLIA BAKERY,Manhattan,10017,40.75186876,-73.97706304,EAST   42 STREET,Bakery Products/Desserts
NEW BLUE SPACE INC,Manhattan,10036,40.75406824,-73.98232117,42ND ST,
KARINA BAKERY,Manhattan,10033,40.84792867,-73.93788825,BROADWAY,Bakery Products/Desserts
JUICE PRESS @ EQUINOX,Manhattan,10007,40.71416306,-74.00967819,MURRAY STREET,"Juice, Smoothies, Fruit Salads"
LUXOR LOUNGE,Manhattan,10012,40.72974826,-74.00068193,MACDOUGAL STREET,American
EMPANADA MAMA,Manhattan,10002,40.71855472,-73.9907216,ALLEN STREET,Latin American
PLAYA BOWLS,Manhattan,10022,40.75691801,-73.97206567,LEXINGTON AVENUE,"Juice, Smoothies, Fruit Salads"
ESS-A-BAGEL,Manhattan,10001,40.74874427,-73.98930982,WEST   32 STREET,Bagels/Pretzels
PIZZA CAFE,Manhattan,10002,40.71450344,-73.99062477,CANAL STREET,Pizza
CHICKEN RANCH,Manhattan,10033,40.8485322,-73.93246948,AUDUBON AVENUE,Chicken
THE PORCH,Manhattan,10018,40.75306938,-73.98388067,W 40TH ST,American
JUICE MAX,Manhattan,10029,40.79422879,-73.93978407,2 AVENUE,"Juice, Smoothies, Fruit Salads"
ROSELLA,Manhattan,10009,40.72699123,-73.98286235,AVENUE A,Japanese
QUESADILLAS DONA MATY,Manhattan,10029,40.79837128,-73.94106611,EAST  116 STREET,Mexican
DAVID BURKE TAVERN,Manhattan,10065,40.76423147,-73.96710613,EAST   62 STREET,American
109 PIZZERIA,Manhattan,10029,40.79323157,-73.94346873,3 AVENUE,Pizza
MURPHY'S LAW,Manhattan,10021,40.76624254,-73.95635437,EAST   70 STREET,Irish
SWEETGREEN,Manhattan,10013,40.72585318,-74.00767753,SPRING STREET,Salads
CRAFT + CARRY,Manhattan,10009,40.72728517,-73.9845977,SAINT MARKS PLACE,Bottled Beverages
SUSHI STAR,Manhattan,10018,40.75447299,-73.99549544,9 AVENUE,Japanese
VIA QUADRONNO,Manhattan,10021,40.77268209,-73.96544837,EAST   73 STREET,Italian
BIRDLAND,Manhattan,10036,40.75883403,-73.98954643,WEST   44 STREET,American
LIN & DAUGHTERS,Manhattan,10014,40.73250399,-74.00181855,WEST    4 STREET,Chinese
CHIPOTLE MEXICAN GRILL,Manhattan,10024,40.78631565,-73.97812003,BROADWAY,Tex-Mex
VOYAGER ESPRESSO,Manhattan,10038,40.70877526,-74.00719584,WILLIAM STREET,Coffee/Tea
HAYMAKER BAR & KITCHEN,Manhattan,10001,40.74846466,-73.99439508,WEST   29 STREET,American
GAI CHICKEN & RICE,Manhattan,10017,40.7530346,-73.97389724,EAST   45 STREET,Thai
HORN'S HOOK TAVERN,Manhattan,10028,40.77465306,-73.95100888,1 AVENUE,American
TAL BAGEL,Manhattan,10028,40.77749656,-73.95084069,EAST   86 STREET,Bagels/Pretzels
LE PAIN QUOTIDIEN,Manhattan,10028,40.77910071,-73.95376422,3 AVENUE,Bakery Products/Desserts
NEW YORK DELI & CAFE,Manhattan,10017,40.75510219,-73.97758168,MADISON AVENUE,American
A SALT & BATTERY,Manhattan,10011,40.73847384,-74.00222648,GREENWICH AVENUE,Seafood
DIASPORA,Manhattan,10013,40.71695764,-73.99966091,BAXTER STREET,American
INATTESO CAFE CASANO,Manhattan,10006,40.70689695,-74.01596385,WEST STREET,Coffee/Tea
UME,Manhattan,10065,40.76230239,-73.95998486,1 AVENUE,Japanese
COFFEE & CRUMBS,Manhattan,10018,40.75513159,-73.9926692,WEST   38 STREET,American
JAD JAAN,Manhattan,10032,40.84133299,-73.9377318,AUDUBON AVENUE,Thai
BACALL'S,Manhattan,10036,40.75760957,-73.98669505,WEST   44 STREET,American
THE MERMAID INN,Manhattan,10023,40.77980214,-73.9770281,COLUMBUS AVENUE,
PANNA II GARDEN INDIAN RESTAURANT,Manhattan,10003,40.7261765,-73.98632613,1 AVENUE,Indian
BUNNY&BRO COFFEE,Manhattan,10036,40.75378267,-73.98159937,WEST   42 STREET,Coffee/Tea
ELSA RESTAURANT LA REINA DEL CHICHARRON,Manhattan,10032,40.84376211,-73.9378018,ST NICHOLAS AVENUE,Latin American
CLOVES INDIAN CUISINE,Manhattan,10016,40.74358925,-73.98600858,MADISON AVENUE,Indian
JUST SALAD,Manhattan,10065,40.76673886,-73.96278,3 AVENUE,Other
FOK NOODLES EXPRESS,Manhattan,10013,40.71403446,-73.99871222,MOTT STREET,Chinese
Amarena,Manhattan,10028,40.77671677,-73.95700101,EAST   82 STREET,Italian
SWEETGREEN WORLD TRADE CENTER,Manhattan,10007,40.71068806,-74.01102672,WORLD TRADE CTR,Salads
ZEST RAMEN,Manhattan,10002,40.71811017,-73.99197344,ELDRIDGE STREET,Japanese
EMPLOYEE'S ONLY,Manhattan,10014,40.73339039,-74.00633974,HUDSON STREET,American
UNO CHICAGO GRILL,Manhattan,10024,40.78305418,-73.97468345,COLUMBUS AVENUE,
PERCY'S PIZZA,Manhattan,10012,40.72925419,-74.00140353,BLEECKER STREET,Pizza
SANTIAGO'S BEER GARDEN,Manhattan,10035,40.79833159,-73.9337125,1 AVENUE,Latin American
MAKANA HAWAIIAN EATERY,Manhattan,10025,40.80016792,-73.96506202,WEST  106 STREET,Hawaiian
SUBWAY,Manhattan,10028,40.77856921,-73.95627044,LEXINGTON AVENUE,Sandwiches
ATLA'S CONCHAS,Manhattan,10029,40.79207421,-73.93988714,EAST  109 STREET,Bakery Products/Desserts
DUNKIN',Manhattan,10040,40.85481599,-73.92971938,ST NICHOLAS AVENUE,Donuts
CONVENE 237 PARK,Manhattan,10017,40.75389681,-73.97551391,PARK AVE,American
MR. PIZZA,Manhattan,10019,40.76225054,-73.98349219,BROADWAY,Pizza
PRET A MANGER,Manhattan,10016,40.74606997,-73.98209233,PARK AVENUE,Soups/Salads/Sandwiches
"RENAISSANCE TIMES SQUARE, MANAGED BY MERRITT HOSPITALITY LLC",Manhattan,10036,40.75957452,-73.9843664,7 AVENUE,American
LOBBY COFFEE BAR,Manhattan,10022,40.75744266,-73.97379805,PARK AVENUE,Other
CABIN ON 9TH,Manhattan,10003,40.72893504,-73.98668997,EAST    9 STREET,Other
THE SUMMIT,Manhattan,10009,40.72493736,-73.97824128,AVENUE C,American
VAN LEEUWEN ICE CREAM,Manhattan,10002,40.72162308,-73.98755727,LUDLOW STREET,Frozen Desserts
JIMBO'S BURGER PALACE,Manhattan,10037,40.81530581,-73.93998891,LENOX AVENUE,American
7TH STREET BURGER,Manhattan,10011,40.7436833,-73.9946481,WEST   23 STREET,Hamburgers
SMASHBURGER,Manhattan,10036,40.75742877,-73.99025413,WEST   42 STREET,American
ELEPHANT & CASTLE,Manhattan,10011,40.73631373,-74.0009418,GREENWICH AVENUE,American
SWEETGREEN,Manhattan,10025,40.79155179,-73.97402654,BROADWAY,Salads
MUGHLAI INDIAN CUISINE,Manhattan,10128,40.78014491,-73.95007685,2 AVENUE,Indian
CHAZZ PALMINTERI ITALIAN RESTAURANT,Manhattan,10036,40.756497,-73.98017285,WEST   46 STREET,Italian
CAFFE DA CAPO,Manhattan,10029,40.78762321,-73.95388467,MADISON AVENUE,Coffee/Tea
HOSEKI,Manhattan,10022,40.75799516,-73.9775771,5 AVENUE,Japanese
SANDWELL,Manhattan,10024,40.78362851,-73.97798008,AMSTERDAM AVENUE,Sandwiches
JUSTINO'S PIZZERIA,Manhattan,10004,40.70394698,-74.01029705,PEARL STREET,Pizza
OLD HOMESTEAD,Manhattan,10011,40.74137222,-74.00503776,9 AVENUE,American
Butter Smashburgers,Manhattan,10012,40.72943535,-74.00094531,MACDOUGAL STREET,Other
THE FRANCIS KITE CLUB,Manhattan,10009,40.72186362,-73.98045377,AVENUE C,American
RADIO STAR,Manhattan,10001,40.74931739,-73.98458537,WEST   35 STREET,American
LYDIA'S,Manhattan,10009,40.7234594,-73.98827487,1 AVENUE,American
LAS PALMAS RESTAURANT,Manhattan,10032,40.83753119,-73.94234676,BROADWAY,Mexican
KANYAKUMARI,Manhattan,10003,40.73743325,-73.99109063,EAST   17 STREET,Indian
PRINCE TEA HOUSE,Manhattan,10003,40.72944823,-73.98607289,EAST   10 STREET,Asian/Asian Fusion
MIGHTY QUINN'S BBQ,Manhattan,10014,40.73671447,-74.00120162,GREENWICH AVENUE,Barbecue
STARBUCKS COFFEE,Manhattan,10010,40.74191836,-73.99350427,6 AVENUE,Coffee/Tea
TEXAS ROTISSERIE,Manhattan,10021,40.76689042,-73.95667164,1 AVENUE,American
KURANT,Manhattan,10022,40.75964163,-73.9650581,2 AVENUE,American
CAFE AMRITA,Manhattan,10026,40.80074493,-73.95865053,WEST  110 STREET,American
LUCKY,Manhattan,10009,40.72721853,-73.97965845,AVENUE B,Other
ALTAMIRANOS ITALIAN RISTORANTE,Manhattan,10075,40.77096674,-73.95074805,YORK AVENUE,
NINO'S RESTAURANT,Manhattan,10021,40.76813344,-73.95574301,1 AVENUE,Italian
TERRACE CAFÉ,Manhattan,10019,40.76099511,-73.97720066,WEST   53 STREET,American
KOUKLI SAUCY GREEK,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,Greek
MISSION CEVICHE,Manhattan,10003,40.73766385,-73.99160301,EAST   17 STREET,Peruvian
WOK CITY,Manhattan,10023,40.77521686,-73.98410637,AMSTERDAM AVE,Chinese
CHOCNYC BAKERY,Manhattan,10034,40.86821366,-73.91824004,BROADWAY,Bakery Products/Desserts
STARBUCKS COFFEE,Manhattan,10007,40.711808,-74.01030188,WORLD TRADE CENTER,Coffee/Tea
Pizza Gaga,Manhattan,10011,40.7436833,-73.9946481,WEST   23 STREET,Pizza
UPSTAIRS BAR,Manhattan,10002,40.71495644,-73.99207482,CANAL STREET,Asian/Asian Fusion
BONJOUR MIXEUR,Manhattan,10128,40.78432328,-73.952067,LEXINGTON AVENUE,French
CONNOLLY'S,Manhattan,10036,40.75712334,-73.98353317,WEST   45 STREET,Irish
ELECTRIC LEMON,Manhattan,10001,40.75486555,-74.00263489,HUDSON YARDS,American
HIDEAWAY,Manhattan,10013,40.71741556,-74.01025946,DUANE STREET,American
MOKBAR,Manhattan,10022,40.75845753,-73.97091355,LEXINGTON AVENUE,Korean
MARINARA PIZZA,Manhattan,10025,40.7954514,-73.97117903,BROADWAY,Pizza
AQUAVIT,Manhattan,10022,40.7607114,-73.97264164,EAST   55 STREET,Scandinavian
STARBUCKS,Manhattan,10065,40.76581959,-73.96347726,3 AVENUE,Coffee/Tea
BY THE WAY BAKERY,Manhattan,10028,40.77783381,-73.95680531,LEXINGTON AVENUE,Jewish/Kosher
EMMY SQUARED PIZZA,Manhattan,10023,40.77113032,-73.98736025,WEST   60 STREET,Pizza
JACK'S COFFEE,Manhattan,10017,40.75415504,-73.97655693,PARK AVE,Coffee/Tea
BIRD & BRANCH,Manhattan,10011,40.743082,-74.00865029,11 AVENUE,Coffee/Tea
UPTOWN BOURBON,Manhattan,10031,40.82926416,-73.94838849,BROADWAY,American
PIG 'N' WHISTLE,Manhattan,10036,40.7581823,-73.98028064,WEST   48 STREET,Irish
THE TANG,Manhattan,10025,40.79985809,-73.96614214,AMSTERDAM AVENUE,Chinese
YANG FUN GARDEN,Manhattan,10033,40.8553558,-73.93766439,WEST  187 STREET,Chinese
BLANK STREET,Manhattan,10014,40.73781778,-74.0045359,8 AVENUE,Coffee/Tea
GRAMERCY BAGEL,Manhattan,10010,40.73710591,-73.98441139,3 AVENUE,Bagels/Pretzels
VAN LEEUWEN ICE CREAM,Manhattan,10013,40.71759668,-74.01066713,GREENWICH STREET,Frozen Desserts
SALTWATER COFFEE,Manhattan,10011,40.73271535,-73.99966443,WAVERLY PLACE,Coffee/Tea
YARD HOUSE #8389,Manhattan,10018,40.75513664,-73.98759791,7 AVENUE,American
Bon Appetit,Manhattan,10118,40.7482689,-73.98469027,5 AVENUE,American
"2 BROS PIZZA, CORVO COFFEE",Manhattan,10018,40.757042,-73.99362191,9 AVENUE,Pizza
CALEDONIA,Manhattan,10028,40.77624034,-73.95294661,2 AVENUE,Irish
D.J. REYNOLDS,Manhattan,10019,40.76732571,-73.98431042,WEST   57 STREET,Irish
JUNGSIK,Manhattan,10013,40.71868373,-74.00925317,HARRISON STREET,Korean
SALLY'S BAR,Manhattan,10016,40.74301781,-73.98216894,LEXINGTON AVENUE,American
DONUT PUB,Manhattan,10011,40.73874834,-74.00014434,WEST   14 STREET,Donuts
H&H MIDTOWN BAGELS EAST,Manhattan,10024,40.78606467,-73.97249034,COLUMBUS AVENUE,Bagels/Pretzels
CHIRPING CHICKEN,Manhattan,10017,40.75248637,-73.97726856,GRAND CENTRAL TERMINAL,Chicken
LUCKY'S SOHO,Manhattan,10012,40.7220519,-73.99734837,LAFAYETTE STREET,
BENVENUTO CAFE,Manhattan,10013,40.71937812,-74.00970421,FRANKLIN STREET,American
DUNKIN' / BASKIN ROBBINS,Manhattan,10019,40.76239482,-73.97663705,WEST   55 STREET,Donuts
CLASS ON 38TH,Manhattan,10018,40.75168609,-73.98444405,WEST   38 STREET,Japanese
BIBI WINECELLAR,Manhattan,10009,40.72374978,-73.98362082,EAST    4 STREET,American
CALEDONIA,Manhattan,10024,40.78407036,-73.97765856,AMSTERDAM AVENUE,American
CERTE CATERING,Manhattan,10019,40.76203509,-73.97582857,WEST   55 STREET,American
PRETTY RICKY'S,Manhattan,10002,40.72002569,-73.98823579,RIVINGTON STREET,American
THE FULTON ON PIER 17,Manhattan,10038,40.70629143,-74.00302971,SOUTH STREET,Seafood
WAFLES & DINGES,Manhattan,10024,40.78169026,-73.97568781,COLUMBUS AVENUE,American
"CAFE ON 5TH, STERLING AFFAIR",Manhattan,10029,40.79209371,-73.95217334,5 AVENUE,American
SAAR,Manhattan,10019,40.76240438,-73.9844271,WEST   51 STREET,Indian
5 ESTRELLAS BAKERY AND RESTAURANT,Manhattan,10031,40.82363373,-73.95249745,BROADWAY,Spanish
CHICK-FIL-A,Manhattan,10038,40.71057026,-74.00846571,FULTON STREET,Chicken
IL FIORISTA,Manhattan,10010,40.74401232,-73.9895199,WEST   26 STREET,Mediterranean
ARTE RESTAURANT,Manhattan,10003,40.73234743,-73.99472479,EAST    9 STREET,Italian
TAIM MEDITERRANEAN KITCHEN,Manhattan,10019,40.76453085,-73.97981307,WEST   56 STREET,Mediterranean
REICHENBACH HALL,Manhattan,10018,40.75058535,-73.98374413,WEST   37 STREET,German
"DIM SUM SI,",Manhattan,10018,40.75525757,-73.98913191,WEST   40 STREET,Chinese
LIL FRANKIE'S GROCERY,Manhattan,10003,40.72351978,-73.98825682,1 AVENUE,Sandwiches
TOMS JUICE,Manhattan,10003,40.72653647,-73.99024063,EAST    4 STREET,"Juice, Smoothies, Fruit Salads"
DUNKIN,Manhattan,10026,40.79860198,-73.95330637,WEST  110 STREET,Donuts
TINA'S,Manhattan,10019,40.76271022,-73.97544207,WEST   56 STREET,Spanish
CAFE LUXEMBOURG,Manhattan,10023,40.77746465,-73.98301541,WEST   70 STREET,French
TRI DIM SHANGHAI,Manhattan,10075,40.77383776,-73.95762749,3 AVENUE,Chinese
GOOD GUY'S,Manhattan,10002,40.71890612,-73.9915657,ELDRIDGE STREET,American
HANG LEE RESTAURANT,Manhattan,10034,40.86727845,-73.92329576,WEST  204 STREET,Chinese
GO CUPS,Manhattan,10128,40.78346223,-73.94763693,2 AVENUE,"Juice, Smoothies, Fruit Salads"
Nonna Dora's Pasta Bar,Manhattan,10016,40.74436439,-73.9761562,2 AVENUE,Italian
SERAFINA,Manhattan,10024,40.78235546,-73.98084037,BROADWAY,Italian
TAQUERIA GRAMERCY,Manhattan,10003,40.73618376,-73.98508277,3 AVENUE,Mexican
JUPITER,Manhattan,10020,40.75831626,-73.97736763,5 AVENUE,Italian
ELI'S ESSENTIALS,Manhattan,10128,40.78426762,-73.95706833,EAST   91 STREET,Sandwiches/Salads/Mixed Buffet
CAFE-FLOR/BAR 21,Manhattan,10011,40.74413631,-73.99930349,8 AVENUE,American
CHICK-FIL-A,Manhattan,10017,40.75269531,-73.97906954,EAST   42 STREET,Chicken
PARKSIDE LOUNGE,Manhattan,10002,40.72124648,-73.9831308,EAST HOUSTON STREET,American
IL BASTARDO,Manhattan,10001,40.75084719,-74.00389074,WEST   27 STREET,Italian
KUU,Manhattan,10065,40.76566385,-73.95756772,1 AVENUE,Japanese
BAGEL BOSS,Manhattan,10016,40.74715326,-73.97708993,3 AVENUE,Jewish/Kosher
JOE & THE JUICE (OCULUS WESTFIELD),Manhattan,10007,40.71178312,-74.01208378,GREENWICH STREET,"Juice, Smoothies, Fruit Salads"
MIKE'S BAGELS,Manhattan,10032,40.84118033,-73.93970165,BROADWAY,Bagels/Pretzels
FRIARS NATIONAL ASSOC.,Manhattan,10022,40.76077182,-73.972786,EAST   55 STREET,American
CHINA KING,Manhattan,10029,40.79422034,-73.94481862,LEXINGTON AVENUE,Chinese
BLUE BOTTLE COFFEE,Manhattan,10018,40.75314901,-73.98411887,WEST   40 STREET,Coffee/Tea
KOKU RAMEN,Manhattan,10001,40.74730839,-73.98590313,WEST   32 STREET,Asian/Asian Fusion
LE MOULIN A CAFE,Manhattan,10075,40.76969906,-73.95167683,YORK AVENUE,Coffee/Tea
GRAND STREET SOCIAL,Manhattan,10013,40.71995493,-73.99891052,GRAND STREET,American
HORUS CAFE,Manhattan,10009,40.72769923,-73.98187359,EAST   10 STREET,Mediterranean
FELLINI,Manhattan,10014,40.73595142,-74.00146502,7 AVENUE SOUTH,Italian
IXTA,Manhattan,10003,40.72468117,-73.99239115,BOWERY,Mexican
PANDA EXPRESS,Manhattan,10065,40.76571873,-73.95752798,1 AVENUE,Chinese
THE MAZE,Manhattan,10001,40.74778611,-73.98702905,WEST   32 STREET,Korean
PECKING HOUSE,Manhattan,10002,40.71310929,-73.99339888,HENRY STREET,Chicken
PANDA EXPRESS #2622,Manhattan,10036,40.76089271,-73.99083841,9 AVENUE,Chinese
MELLER'S SPORTS HUB & GRILL,Manhattan,10128,40.77932723,-73.95066963,2 AVENUE,American
HAO NOODLE,Manhattan,10014,40.74056803,-74.00444948,WEST   14 STREET,Chinese
SMASHED NYC,Manhattan,10014,40.73357154,-74.00631089,HUDSON STREET,American
SERAFINA 105,Manhattan,10025,40.80029231,-73.96804901,BROADWAY,Italian
THE LIBRARY,Manhattan,10009,40.72253966,-73.9860996,AVENUE A,Bottled Beverages
CRAVE FISHBAR,Manhattan,10075,40.77161949,-73.95628946,2 AVENUE,
MOTT EATERY,Manhattan,10013,40.71724582,-73.99747843,MOTT STREET,Chinese
TASTY HAND-PULLED NOODLES,Manhattan,10013,40.71613147,-73.99993146,BAYARD STREET,Chinese
CHOPT CREATIVE SALAD CO.,Manhattan,10001,40.75379787,-73.99908683,10TH AVE,Soups/Salads/Sandwiches
ELIS WINE BAR,Manhattan,10025,40.80278334,-73.96400954,AMSTERDAM AVENUE,French
CHIPOTLE MEXICAN GRILL,Manhattan,10028,40.77778635,-73.95472197,3 AVENUE,Tex-Mex
