DBA,BORO,ZIPCODE,Latitude,Longitude,STREET,CUISINE DESCRIPTION
FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,10001,40.74798424,-73.9927963,7 AVENUE,Hamburgers
PINK TACO,Manhattan,10036,40.75590782,-73.98668095,TIMES SQ,Mexican
UT47 MANHATTAN,Manhattan,10036,40.76106822,-73.98908042,WEST   47 STREET,Coffee/Tea
THE DONUT PUB,Manhattan,10003,40.72987705,-73.9929931,BROADWAY,Donuts
DESPANA,Manhattan,10013,40.72091009,-73.99782462,BROOME STREET,Spanish
MARKET CRATES,Manhattan,10001,40.74823615,-73.98619166,WEST   33 STREET,Sandwiches
YU & ME BOOKS,Manhattan,10013,40.71494024,-73.99962484,MULBERRY STREET,Coffee/Tea
PJ BERNSTEIN DELI & RESTAURANT,Manhattan,10021,40.76861307,-73.96140347,THIRD AVENUE,Sandwiches
MALAYSIA BEEF JERKY INC,Manhattan,10013,40.71590913,-73.99832981,MOTT STREET,Asian/Asian Fusion
RAI RAI KEN,Manhattan,10003,40.72925879,-73.98562553,EAST   10 STREET,Japanese
SANTO DOMINGO BAKERY,Manhattan,10002,40.71852397,-73.98536451,CLINTON STREET,Bakery Products/Desserts
JUMBO HAMBURGER PLACE,Manhattan,10026,40.80236662,-73.95053691,WEST  116 STREET,Hamburgers
MCDONALD'S,Manhattan,10001,40.75066573,-73.99084343,7 AVENUE,American
"CHARTWELLS AT PACE, 2ND FLOOR",Manhattan,10038,40.7110425,-74.00629792,BEEKMAN STREET,American
TRINITY CAFE,Manhattan,10006,40.70842347,-74.01253403,TRINITY PLACE,American
BEARD PAPA'S,Manhattan,10003,40.72922898,-73.98914699,SAINT MARKS PLACE,Bakery Products/Desserts
OUR NEW PLACE,Manhattan,10075,40.77384275,-73.95629161,EAST   79 STREET,Chinese
BIRCH COFFEE,Manhattan,10128,40.78044564,-73.95378495,EAST   88 STREET,Coffee/Tea
DOT DASH (PEOPLE MAGAZINE),Manhattan,10280,40.71153017,-74.01567279,LIBERTY STREET,American
STARBUCKS #7378,Manhattan,10003,40.73469663,-73.9899255,UNION SQUARE EAST,Coffee/Tea
CRIOLLAS,Manhattan,10019,40.764065,-73.98479132,8 AVENUE,Latin American
DEAR COFFEE,Manhattan,10028,40.77808077,-73.95662461,LEXINGTON AVENUE,Coffee/Tea
MOGE TEE,Manhattan,10025,40.80143871,-73.96496022,AMSTERDAM AVENUE,Coffee/Tea
THE MIGRANT KITCHEN,Manhattan,10021,40.76954934,-73.9547312,1 AVENUE,Fusion
CAFE PARADISO,Manhattan,10023,40.77356717,-73.98351104,WEST   65 STREET,Italian
PARCELLE,Manhattan,10012,40.72829901,-74.00190502,MACDOUGAL STREET,Italian
"SAKAGURA, KIOSK",Manhattan,10017,40.75123119,-73.97345762,EAST   43 STREET,Japanese
BAR VELOCE,Manhattan,10012,40.72792572,-74.00192305,WEST HOUSTON STREET,Tapas
GNOCCHERIA BY LUZZO'S,Manhattan,10009,40.72338735,-73.98281278,EAST    4 STREET,Italian
STARBUCKS,Manhattan,10012,40.72939961,-73.99625123,WEST    4 STREET,Coffee/Tea
TRIA DINER,Manhattan,10038,40.71352666,-73.99786093,CHATHAM SQ,American
CHIPOTLE MEXICAN GRILL,Manhattan,10036,40.75376345,-73.98155245,WEST   42 STREET,Tex-Mex
THE CLOUD HOTEL,Manhattan,10006,40.70946095,-74.012931,GREENWICH STREET,American
BAR 314,Manhattan,10027,40.81398591,-73.95954182,BROADWAY,Italian
CHALAIT,Manhattan,10024,40.78522847,-73.9767915,AMSTERDAM AVENUE,Coffee/Tea
GEORGE'S PIZZA,Manhattan,10033,40.8505412,-73.93705443,WEST  181 STREET,Pizza
SUSHI ZO,Manhattan,10016,40.74963738,-73.97765932,EAST   39 STREET,Japanese
THE STAND,Manhattan,10003,40.73547324,-73.98827996,EAST   16 STREET,American
ST KILDA COFFEE,Manhattan,10036,40.75893835,-73.98984241,WEST   44 STREET,Coffee/Tea
TRYON PUBLIC HOUSE,Manhattan,10040,40.86509397,-73.92804899,BROADWAY,American
TEADO TEA SHOP,Manhattan,10002,40.71716065,-73.99503984,HESTER STREET,Coffee/Tea
BON BON JUICE BAR & GRILL,Manhattan,10033,40.84913305,-73.9320532,AUDUBON AVENUE,"Juice, Smoothies, Fruit Salads"
BARD BASEMENT FACULTY KITCHEN,Manhattan,10032,40.84329542,-73.94291641,HAVEN AVENUE,American
MUDSPOT,Manhattan,10003,40.72899269,-73.98678377,EAST    9 STREET,American
TINY'S AND THE BAR UPSTAIRS,Manhattan,10013,40.71675149,-74.00823202,WEST BROADWAY,American
FLORENTIN,Manhattan,10024,40.78582674,-73.97637963,AMSTERDAM AVENUE,Other
DIG,Manhattan,10019,40.76320049,-73.98542325,8 AVENUE,American
RED STAR CHINESE FOOD,Manhattan,10029,40.79900883,-73.94257168,EAST  116 STREET,Chinese
EASTPOINT/DOWNTIME,Manhattan,10009,40.72230871,-73.98321351,AVENUE B,American
BURGER KING,Manhattan,10038,40.70972223,-74.00679196,FULTON STREET,Hamburgers
LITTLE BIGGS,Manhattan,10001,40.7509267,-74.00595522,WEST   26 STREET,Sandwiches/Salads/Mixed Buffet
BKLYN MACS,Manhattan,10009,40.72754301,-73.98337454,EAST    9 STREET,
SUSHI BY M,Manhattan,10003,40.72661592,-73.98863149,EAST    5 STREET,Japanese
JOHN'S FRIED CHICKEN,Manhattan,10034,40.8649483,-73.91946609,WEST  207 STREET,Chicken
HOLIDAY INN EXPRESS NYC TIMES SQUARE,Manhattan,10018,40.75586992,-73.99245254,WEST   39 STREET,American
BURGER KING,Manhattan,10029,40.79040273,-73.94553324,3 AVENUE,Hamburgers
DUNKIN,Manhattan,10024,40.7875145,-73.97512232,AMSTERDAM AVENUE,Donuts
YINGTAO,Manhattan,10019,40.76561885,-73.98740101,9 AVENUE,Chinese
BARNARD COLLEGE - LIZ'S PLACE,Manhattan,10027,40.80907951,-73.96312109,BROADWAY,Coffee/Tea
SAPOARA,Manhattan,10035,40.79621626,-73.93523875,1 AVENUE,American
LAVO NEW YORK,Manhattan,10022,40.76280537,-73.97148561,EAST   58 STREET,Italian
DOMINO'S,Manhattan,10009,40.73078698,-73.98120163,EAST   14 STREET,Pizza
FUMO,Manhattan,10016,40.74266892,-73.98033577,3 AVENUE,American
MO NA CAFE,Manhattan,10029,40.7995804,-73.94391842,EAST  116 STREET,Mediterranean
SCRUFFY DUFFY'S,Manhattan,10036,40.76175751,-73.99392829,10 AVENUE,American
"DUNKIN, BASKIN ROBBINS",Manhattan,10032,40.83099819,-73.94131896,SAINT NICHOLAS AVENUE,Donuts
CUPSOUL,Manhattan,10003,40.73451232,-73.98600327,EAST   16 STREET,Coffee/Tea
STARBUCKS,Manhattan,10011,40.74119941,-74.0014507,8 AVENUE,Coffee/Tea
DUNKIN,Manhattan,10025,40.79233347,-73.97160654,AMSTERDAM AVENUE,Donuts
HARD ROCK CAFE,Manhattan,10036,40.75709624,-73.98619342,BROADWAY,American
QUANTUM LEAP,Manhattan,10065,40.76051052,-73.96132516,1 AVENUE,Vegetarian
KYOTO HIBACHI EXPRISS,Manhattan,10019,40.76502832,-73.98411603,8 AVENUE,Japanese
LENWICH,Manhattan,10016,40.74507647,-73.98278551,PARK AVENUE SOUTH,American
BOWERY BEER GARDEN/ SHINKA,Manhattan,10002,40.71717439,-73.99547633,BOWERY,American
STARBUCKS RESERVE,Manhattan,10118,40.7482689,-73.98469027,5 AVENUE,Coffee/Tea
A Taste of Seafood Express 125th,Manhattan,10027,40.80650195,-73.94250378,WEST  125 STREET,Seafood
VICTORIA!,Manhattan,10002,40.72244124,-73.98977945,ELDRIDGE STREET,American
LADY M CONFECTIONS,Manhattan,10001,40.74530226,-73.98852002,BROADWAY,Coffee/Tea
MADAME BONTE,Manhattan,10028,40.77627016,-73.95205116,EAST   84 STREET,French
GABY RESTAURANT,Manhattan,10036,40.75541303,-73.98142927,WEST   44 STREET,French
MARI VANNA,Manhattan,10003,40.73887408,-73.98904799,EAST   20 STREET,Russian
BONDI SUSHI,Manhattan,10012,40.7210967,-73.9963491,KENMARE ST,Japanese
INTERCONTINENTAL BARCLAY-LOBBY RESTAURANT,Manhattan,10017,40.75554333,-73.97397927,EAST   48 STREET,American
MARINARA PIZZA,Manhattan,10128,40.78252875,-73.95337907,LEXINGTON AVENUE,Pizza
AMUSE RESTAURANT,Manhattan,10017,40.750449,-73.97373224,EAST   42 STREET,American
TENZAN,Manhattan,10128,40.77970589,-73.95039493,2 AVENUE,Japanese
JOE COFFEE,Manhattan,10027,40.80818766,-73.96374652,BROADWAY,Coffee/Tea
LENWICH,Manhattan,10007,40.71307346,-74.00885199,PARK PLACE,Sandwiches/Salads/Mixed Buffet
JOE & THE JUICE,Manhattan,10028,40.77572916,-73.95834478,LEXINGTON AVENUE,"Juice, Smoothies, Fruit Salads"
WAGAMAMA,Manhattan,10158,40.74906882,-73.97568171,3 AVENUE,Asian/Asian Fusion
GERMAN BRATWURST,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
BAR SNACK,Manhattan,10003,40.72698648,-73.98881904,2 AVENUE,
SANDWICH AND SALAD//CREPES AND DOSAS,Manhattan,10038,40.70637378,-74.00288184,SOUTH STREET,American
CHA PA'S VIETNAMESE EATERY,Manhattan,10019,40.76378791,-73.98580938,WEST   52 STREET,Southeast Asian
BROADWAY GOURMET,Manhattan,10012,40.72473629,-73.99734105,BROADWAY,American
TRUFA PIZZERIA,Manhattan,10027,40.81461703,-73.95907901,BROADWAY,Pizza
STARBUCKS COFFEE,Manhattan,10016,40.74563909,-73.98237755,PARK AVENUE SOUTH,Coffee/Tea
SCHOLASTIC - CLIFFORD'S CAFE,Manhattan,10012,40.72382778,-73.9981384,BROADWAY,American
MAX BRENNER CHOCOLATE BAR,Manhattan,10003,40.73423559,-73.99089621,BROADWAY,American
GRAND ELEVEN,Manhattan,10013,40.71931528,-74.0051912,AVENUE OF THE AMERICAS,American
FRENCHMAN’S DOUGH,Manhattan,10038,40.70637378,-74.00288184,SOUTH STREET,French
MOONSTRUCK EATERY,Manhattan,10022,40.76041315,-73.96586266,EAST   58 STREET,American
TEMPLE COURT,Manhattan,10038,40.71138557,-74.00666588,BEEKMAN STREET,American
THE TRIPLE CROWN,Manhattan,10001,40.74754236,-73.99314282,7 AVENUE,Irish
FIVE GUYS,Manhattan,10038,40.70710918,-74.00732911,MAIDEN LANE,Hamburgers
GREAT BURRITO RESTAURANT,Manhattan,10011,40.74307389,-73.99323711,WEST   23 STREET,Mexican
MISSION CEVICHE,Manhattan,10021,40.76925141,-73.95801671,2 AVENUE,Peruvian
NECTAR RESTAURANT,Manhattan,10028,40.77812894,-73.960813,MADISON AVENUE,American
HEAVENLY MARKET & PIZZA,Manhattan,10128,40.77713219,-73.94624821,YORK AVENUE,American
NAYA,Manhattan,10017,40.75174854,-73.98003712,MADISON AVENUE,Middle Eastern
FAIRFIELD INN CHELSEA,Manhattan,10001,40.74634277,-73.99127349,WEST   28 STREET,Continental
La Dinastia Latin-Chinese Cuisine,Manhattan,10023,40.77806807,-73.98034333,WEST   72 STREET,Chinese/Cuban
ADEMI COFFEE AND TEA,Manhattan,10013,40.72244992,-74.001223,BROOME STREET,Coffee/Tea
BANTER,Manhattan,10014,40.73907758,-74.00545257,HUDSON STREET,Coffee/Tea
UPSTATE CRAFT BEER AND OYSTER BAR,Manhattan,10003,40.72623963,-73.98628282,1 AVENUE,Seafood
NO HO JUICE BAR & DELI,Manhattan,10012,40.7267125,-73.99682143,MERCER STREET,Sandwiches
MAGNOLIA BAGERY,Manhattan,10001,40.75303757,-74.00028153,HUDSON YARDS,Other
BENNY JOHN'S BAR AND GRILL,Manhattan,10017,40.75705097,-73.97759546,EAST   48 STREET,American
Five Flies coffee,Manhattan,10032,40.83408964,-73.94305082,WEST  158 STREET,American
PASTELES CAPY,Manhattan,10032,40.83453776,-73.9445357,BROADWAY,Bakery Products/Desserts
CAFFE ROMA,Manhattan,10013,40.72044345,-73.99672072,BROOME STREET,Bakery Products/Desserts
SOPHIE'S CUBAN CUISINE,Manhattan,10019,40.76594772,-73.98344434,8 AVENUE,Latin American
RICK'S CAFE,Manhattan,10036,40.75601463,-73.9848076,WEST   43 STREET,American
OM RESTAURANT,Manhattan,10028,40.77272022,-73.94977555,YORK AVE,Indian
BANGIA,Manhattan,10016,40.74683614,-73.98474113,EAST   32 STREET,Korean
SAMS FAMOUS PIZZA,Manhattan,10029,40.79843998,-73.94122497,EAST  116 STREET,Pizza
BARRY'S,Manhattan,10028,40.77827684,-73.9526888,EAST   86 STREET,"Juice, Smoothies, Fruit Salads"
CHIPOTLE MEXICAN GRILL,Manhattan,10065,40.76668947,-73.96281252,3 AVENUE,Tex-Mex
STARBUCKS,Manhattan,10065,40.76038703,-73.96139021,1 AVENUE,Coffee/Tea
CHAI THAI KITCHEN,Manhattan,10019,40.76550311,-73.98374408,8 AVENUE,Thai
MAD FOR CHICKEN,Manhattan,10011,40.74200912,-74.00088775,8 AVENUE,Korean
LE REVEIL COFFEE SHOP,Manhattan,10021,40.76726473,-73.95946923,2 AVENUE,Coffee/Tea
LISA'S DUMPLINGS,Manhattan,10019,40.76681223,-73.98280875,8 AVENUE,Chinese
SILVER MOON BAKERY,Manhattan,10025,40.80057499,-73.96795497,BROADWAY,Bakery Products/Desserts
TACOMBI AT FONDA NOLITA,Manhattan,10012,40.7237892,-73.99372612,ELIZABETH STREET,Tex-Mex
ANITTA JUICE BAR,Manhattan,10032,40.83883078,-73.93958814,AUDUBON AVENUE,"Juice, Smoothies, Fruit Salads"
COFFEE PROJECT NEW YORK,Manhattan,10011,40.73802647,-74.00060262,WEST   13 STREET,Coffee/Tea
TURCO,Manhattan,10036,40.75923496,-73.99202622,9 AVENUE,Turkish
CHAMPION PIZZA PLUS,Manhattan,10002,40.71931475,-73.98781744,ESSEX STREET,Pizza
JUICE PRESS,Manhattan,10012,40.72343243,-73.99472189,MOTT STREET,"Juice, Smoothies, Fruit Salads"
RON BEN-ISRAEL CAKES,Manhattan,10018,40.75408565,-73.99014273,WEST   38 STREET,Bakery Products/Desserts
PRET A MANGER,Manhattan,10021,40.76581912,-73.95448104,YORK AVENUE,American
YANNI'S COFFEE,Manhattan,10011,40.73973919,-73.99882359,7 AVENUE,Coffee/Tea
WOLFGANG'S STEAK HOUSE,Manhattan,10016,40.7467451,-73.98159771,PARK AVENUE,Steakhouse
LA TROPEZIENNE BAKERY,Manhattan,10029,40.79196636,-73.9383632,1 AVENUE,Bakery Products/Desserts
NEW YORK TIMES CAFE,Manhattan,10018,40.75603172,-73.99065138,8 AVENUE,American
SILENCE PLEASE,Manhattan,10013,40.71883494,-73.99466093,BOWERY,Coffee/Tea
INTERLUDE CAFE,Manhattan,10013,40.72106625,-74.0083985,HUDSON STREET,Coffee/Tea
LEGENDS NYC,Manhattan,10001,40.7479314,-73.98546269,WEST   33 STREET,American
Ankara #3,Manhattan,10002,40.72274849,-73.98808739,EAST HOUSTON STREET,Turkish
MRS. AN,Manhattan,10029,40.78731895,-73.94838863,EAST   99 STREET,Thai
2ND AVE DELI,Manhattan,10016,40.74543825,-73.9795482,EAST   33 STREET,Jewish/Kosher
PISILLO ITALIAN PANINI,Manhattan,10038,40.71044132,-74.00752426,NASSAU STREET,Italian
KARAKATTA,Manhattan,10012,40.72934477,-73.99887429,THOMPSON STREET,Japanese
AYADA,Manhattan,10011,40.74186904,-74.00471301,9 AVENUE,Thai
NINTH STREET ESPRESSO,Manhattan,10009,40.72521726,-73.97784793,EAST    9 STREET,Coffee/Tea
BESSOU,Manhattan,10011,40.743082,-74.00865029,11 AVENUE,Japanese
THE FLYING COCK PUB,Manhattan,10016,40.74538039,-73.97835367,3 AVENUE,Irish
MONSIEUR,Manhattan,10003,40.72611369,-73.98929543,EAST    4 STREET,
"CRIF DOGS, PLEASE DON'T TELL",Manhattan,10009,40.72729615,-73.98457966,SAINT MARKS PLACE,Hotdogs
MUGHLAI INDIAN CUISINE,Manhattan,10024,40.78486816,-73.97333944,COLUMBUS AVENUE,Indian
BLACK FOX COFFEE,Manhattan,10022,40.76108209,-73.97325154,MADISON AVENUE,Coffee/Tea
PERA MEDITERRANEAN BRASSERIE,Manhattan,10017,40.75233036,-73.97961466,MADISON AVENUE,Mediterranean
TACO BELL,Manhattan,10065,40.76537023,-73.95775924,1 AVENUE,Mexican
JAC'S ON BOND,Manhattan,10012,40.72637202,-73.99357074,BOND STREET,Mediterranean
BIRRIA CITY,Manhattan,10019,40.76242419,-73.98973358,9 AVENUE,
FILAGA PIZZERIA,Manhattan,10011,40.74186904,-74.00471301,9 AVENUE,Pizza
UTSAV FESTIVE INDIA RESTAURANT,Manhattan,10036,40.75757876,-73.98212532,AVENUE OF THE AMERICAS,Indian
ANDIAMO PIZZA,Manhattan,10010,40.73986455,-73.98558354,EAST   23 STREET,Pizza
RINTINTIN,Manhattan,10012,40.72134092,-73.99482307,SPRING STREET,Mediterranean
5 STAR CHEESE STEAK AND PIZZA,Manhattan,10029,40.78904158,-73.9405002,1 AVENUE,Pizza
THE GREEK KITCHEN,Manhattan,10019,40.76968941,-73.98814756,10 AVENUE,Greek
DEATH & CO.,Manhattan,10009,40.72604738,-73.98532317,EAST    6 STREET,American
BURRATA BASIL PIZZA,Manhattan,10009,40.73008148,-73.9806065,AVENUE A,Other
SAMMY L COFFEE,Manhattan,10003,40.73180898,-73.98824813,3 AVENUE,Coffee/Tea
THE KATI ROLL COMPANY,Manhattan,10022,40.75737274,-73.9686039,EAST   53 STREET,Indian
AC HOTEL NEW YORK DOWNTOWN,Manhattan,10038,40.70570671,-74.00539933,MAIDEN LANE,American
BB.Q CHICKEN 3RD AVENUE,Manhattan,10016,40.74162604,-73.98109391,3 AVENUE,Korean
SUSHI LIN,Manhattan,10012,40.72615258,-74.00264097,SULLIVAN STREET,Japanese
SPICY MOON VEGETARIAN SZECHUAN,Manhattan,10003,40.72703577,-73.9877114,EAST    6 STREET,Chinese
FEAST ON US,Manhattan,10014,40.73915444,-74.00544175,HUDSON STREET,American
88 CHINESE RESTAURANT,Manhattan,10037,40.81311359,-73.94159128,LENOX AVENUE,Chinese
EASTSIDE STORY,Manhattan,10009,40.72834998,-73.98342485,EAST   10 STREET,Mediterranean
BLANK STREET COFFEE,Manhattan,10025,40.79156003,-73.97404821,BROADWAY,Coffee/Tea
CAFE METRO,Manhattan,10017,40.7538883,-73.97424702,LEXINGTON AVENUE,American
ATERA,Manhattan,10013,40.71669676,-74.00542548,WORTH STREET,American
THE CABINET,Manhattan,10009,40.72572251,-73.97900228,EAST    9 STREET,American
FRASKO DELI,Manhattan,10033,40.84860516,-73.93053924,AMSTERDAM AVENUE,American
PEPOLINO,Manhattan,10013,40.72099235,-74.00490273,WEST BROADWAY,Italian
MEL & TOAST,Manhattan,10018,40.75350655,-73.99072754,WEST   37 STREET,Sandwiches
ICHIRAN TIMES SQUARE,Manhattan,10019,40.75987616,-73.98237377,WEST   49 STREET,Japanese
THE STANDARD EAST VILLAGE,Manhattan,10003,40.72774424,-73.99120017,COOPER SQUARE,American
BUFFALO WILD WINGS GO,Manhattan,10016,40.74496669,-73.98286493,PARK AVENUE SOUTH,Chicken
SUSHI SEKI,Manhattan,10065,40.7618167,-73.96036058,1 AVENUE,Japanese
SOFIA'S BAGEL,Manhattan,10012,40.73137316,-74.00031391,WEST    4 STREET,American
LATITUDE 39 @ LOBBY OF HOLIDAY INN,Manhattan,10018,40.75554598,-73.99173069,WEST   39 STREET,American
ZARA PIZZA,Manhattan,10002,40.71630688,-73.99230193,HESTER STREET,Pizza
LA PIZZA ITALIA,Manhattan,10009,40.72937067,-73.98112266,AVENUE A,Pizza
UMBERTO'S CLAM HOUSE,Manhattan,10013,40.7183849,-73.9977742,MULBERRY STREET,Italian
FEROCE & THE FLEUR ROOM,Manhattan,10001,40.74625217,-73.99101727,WEST   28 STREET,Fusion
MINT MASALA,Manhattan,10012,40.72939143,-74.00100665,MACDOUGAL STREET,Indian
PATIALA GRILL,Manhattan,10001,40.75296886,-73.99530425,WEST   34 STREET,Indian
"GARDEN MARKET, DUNKIN",Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,Hotdogs/Pretzels
MINTON'S PLAYHOUSE,Manhattan,10026,40.8046838,-73.95198004,WEST  118 STREET,
BANQUET KITCHEN (MARRIOTT),Manhattan,10006,40.70966931,-74.01492931,WEST STREET,American
CHILI,Manhattan,10016,40.74988793,-73.98208769,EAST   37 STREET,Chinese
DELI ON MADISON,Manhattan,10017,40.75688053,-73.97631052,MADISON AVENUE,American
WONDER,Manhattan,10003,40.72986579,-73.98931647,STUYVESANT STREET,American
CAFE RIAZOR,Manhattan,10011,40.74043912,-74.00002526,WEST   16 STREET,Spanish
GOTHAM RESTAURANT,Manhattan,10003,40.73437028,-73.99390193,EAST   12 STREET,American
COOPER'S CRAFT & KITCHEN,Manhattan,10003,40.72686846,-73.9889273,2 AVENUE,American
SUSHI JIN,Manhattan,10028,40.7762839,-73.95208364,EAST   84 STREET,Japanese
NEW MIZU SUSHI,Manhattan,10003,40.72866048,-73.98604059,EAST    9 STREET,Japanese
ANDY'S DELI,Manhattan,10007,40.71481658,-74.00577884,BROADWAY,American
DOUBLES CLUB,Manhattan,10022,40.76453215,-73.97280973,5 AVENUE,American
CI SIAMO,Manhattan,10001,40.75190947,-73.99868622,WEST   31 STREET,Italian
BARNES & NOBLE CAFE,Manhattan,10017,40.75579409,-73.9787401,5 AVENUE,Coffee/Tea
FACULTY HOUSE,Manhattan,10027,40.80667096,-73.95896471,MORNINGSIDE DRIVE,American
MANGIA 57TH,Manhattan,10019,40.76371212,-73.97574132,WEST   57 STREET,Italian
TAQUERIA ST MARKS PL,Manhattan,10003,40.72780683,-73.98579182,SAINT MARKS PLACE,Mexican
THE RUBIN MUSEUM,Manhattan,10011,40.74021677,-73.99772655,WEST   17 STREET,
MEMO SHISH KEBAB,Manhattan,10011,40.74307389,-73.99323711,WEST   23 STREET,Turkish
DOC HOLIDAYS,Manhattan,10009,40.72710925,-73.98277573,AVENUE A,American
NEW YORK COMEDY CLUB,Manhattan,10003,40.72638547,-73.98988708,EAST    4 STREET,American
KRISPY KREME,Manhattan,10028,40.77933203,-73.95571388,LEXINGTON AVENUE,Donuts
VENCHI,Manhattan,10023,40.77538644,-73.98028636,COLUMBUS AVENUE,Frozen Desserts
HOMEMADE DUMPLING,Manhattan,10002,40.71572203,-73.98967587,ESSEX STREET,Chinese
DOS TOROS,Manhattan,10014,40.73041522,-74.00220095,CARMINE STREET,Mexican
SKIRT STEAK,Manhattan,10001,40.74679829,-73.98997419,AVENUE OF THE AMERICAS,Steakhouse
LOULOU,Manhattan,10011,40.74274197,-74.0003284,8 AVENUE,French
TACO BELL,Manhattan,10028,40.77635558,-73.95283821,2 AVENUE,Tex-Mex
DUNKIN,Manhattan,10014,40.7335552,-74.00327271,CHRISTOPHER STREET,American
ROWDY ROOSTER,Manhattan,10003,40.72831997,-73.98475982,1 AVENUE,Chicken
BLUE WILLOW,Manhattan,10019,40.76285578,-73.97584271,WEST   56 STREET,Chinese
INDO-PAK HALAL RESTAURANT,Manhattan,10029,40.79420137,-73.93983104,2 AVENUE,Pakistani
BEYOND SUSHI NYC INC,Manhattan,10019,40.76307272,-73.97635885,WEST   56 STREET,Vegetarian
GMT TAVERN,Manhattan,10012,40.72810688,-73.99906914,BLEECKER STREET,American
KEKI MODERN CAKES,Manhattan,10013,40.71642514,-73.99800874,MOTT STREET,Bakery Products/Desserts
TASTY DELI,Manhattan,10032,40.84181681,-73.93913364,BROADWAY,American
COSME,Manhattan,10010,40.73956849,-73.98887105,EAST   21 STREET,Mexican
TAM PO PO RAMEN,Manhattan,10033,40.85057662,-73.93658088,BENNETT AVENUE,Japanese
WILD GINGER VEGETARIAN KITCHEN,Manhattan,10013,40.72034463,-73.99642851,BROOME STREET,Vegetarian
MADRAS DOSA CO,Manhattan,10112,40.75874744,-73.97869222,ROCKEFELLER PLAZA,Indian
JUMBO BAGEL,Manhattan,10017,40.75188998,-73.97363783,3 AVENUE,Other
KARAOKE BOHO,Manhattan,10002,40.72072018,-73.98888864,ORCHARD STREET,Korean
MAISON CLOSE RESTAURANT,Manhattan,10013,40.72341328,-74.00370514,WATTS STREET,French
GUAYUSA CAFE,Manhattan,10031,40.82362,-73.95248301,BROADWAY,
BOLIVAL BAKERY COFFEE SHOP & ICE CREAM,Manhattan,10029,40.79403275,-73.9428902,3 AVENUE,Bakery Products/Desserts
MORGAN STANLEY,Manhattan,10036,40.76020869,-73.98533366,BROADWAY,American
HAWA,Manhattan,10011,40.74493777,-73.99875493,8 AVENUE,"Juice, Smoothies, Fruit Salads"
LUDLOW COFFEE SUPPLY,Manhattan,10002,40.72171365,-73.98751396,LUDLOW STREET,Coffee/Tea
AMC THEATRES,Manhattan,10024,40.78674652,-73.97779488,BROADWAY,American
LA VERA PIZZA,Manhattan,10017,40.75414777,-73.96903494,2 AVENUE,Pizza
LEGENDS HOUSE OF SEAFOOD,Manhattan,10037,40.81424208,-73.93715393,WEST  137 STREET,Seafood
AJISEN RAMEN,Manhattan,10013,40.71408935,-73.99871944,MOTT STREET,Japanese
BURGOS RESTAURANT,Manhattan,10040,40.86498622,-73.92692832,DYCKMAN STREET,Latin American
MARGARITA SALOON,Manhattan,10036,40.75887785,-73.98860431,8 AVENUE,Mexican
BURGER VILLAGE,Manhattan,10007,40.71360319,-74.00898914,CHURCH STREET,Hamburgers
NOW OR NEVER COFFEE,Manhattan,10013,40.7228094,-74.00465754,GRAND STREET,Coffee/Tea
MAGGIE'S PLACE,Manhattan,10017,40.75615888,-73.97738641,EAST   47 STREET,American
KETTL TEA BOWERY,Manhattan,10012,40.72648444,-73.99177039,BOWERY,Coffee/Tea
AWESUM DIMSUM,Manhattan,10010,40.73907382,-73.98375416,EAST   23 STREET,Chinese
INTERCONTINENTAL NEW YORK EMPLOYEE CAFE,Manhattan,10017,40.75554333,-73.97397927,EAST   48 STREET,American
PARK BAR,Manhattan,10003,40.73649191,-73.99263517,EAST   15 STREET,American
AJISAI JAPANESE FUSION,Manhattan,10065,40.76385541,-73.96697997,LEXINGTON AVENUE,Japanese
PRET A MANGER,Manhattan,10018,40.75388744,-73.9848117,6 AVENUE,Soups/Salads/Sandwiches
AGORA TURKISH RESTAURANT,Manhattan,10028,40.77484642,-73.95395854,SECOND AVENUE,Turkish
ANFORA,Manhattan,10014,40.73789738,-74.00441683,8 AVENUE,Italian
DOS TOROS,Manhattan,10281,40.71443965,-74.01549311,VESEY STREET,Spanish
E BAR,Manhattan,10019,40.76631254,-73.98190275,WEST   57 STREET,Coffee/Tea
CHINA 1,Manhattan,10044,40.76319275,-73.94881892,MAIN STREET,Chinese
FOR U,Manhattan,10003,40.7342626,-73.98645436,3 AVENUE,Chinese
RAMERINO PRIME ITALIAN RESTAURANT,Manhattan,10016,40.75113392,-73.98125362,EAST   39 STREET,Italian
Lox Restaurant,Manhattan,10280,40.70579874,-74.01800141,BATTERY PLACE,Jewish/Kosher
RUBYZAAR BAKED,Manhattan,10003,40.73548436,-73.9898027,UNION SQUARE,Other
4TH FLOOR CAFETERIA,Manhattan,10021,40.76862359,-73.96004242,EAST   71 STREET,American
SONY HALL,Manhattan,10036,40.75912464,-73.98634822,WEST   46 STREET,American
DUTCH BABY,Manhattan,10033,40.85529529,-73.93744394,WEST  187 STREET,American
TELEGRAPHE CAFE,Manhattan,10011,40.74009319,-73.99556138,WEST   18 STREET,Coffee/Tea
POPEYES,Manhattan,10033,40.84902163,-73.93395819,SAINT NICHOLAS AVENUE,Chicken
